sample_id,process_type,C_pct,H_pct,O_pct,N_pct,S_pct,cellulose_pct,hemicellulose_pct,lignin_pct,ash_pct,temperature_C,pressure_bar,residence_time_h,gasifying_agent,CO_yield_pct,H2_yield_pct,CH4_yield_pct,CO2_yield_pct,LHV_MJ_Nm3,bio_oil_yield_pct,biochar_yield_pct,syngas_yield_pct,hydrochar_yield_pct,HHV_hydrochar_MJ_kg
749,2,31.50,2.93,30.28,1.60,0.31,11.81, 1.52, 9.18,26.51, 437.8, 1.5, 0.6,0, 0.13, 0.47, 0.00, 0.00, 0.29,58.62,43.94, 0.00, 0.50, 0.96
750,2,28.59,2.78,31.42,1.48,0.32,11.21, 2.19,10.72,28.22, 626.8, 1.6, 0.7,0, 0.00, 0.27, 0.01, 0.49, 0.11,56.92,45.52, 0.00, 0.92, 1.62
751,2,29.76,2.71,32.88,1.53,0.39,12.82, 2.07,11.89,26.75, 626.5, 1.5, 0.5,0, 0.00, 0.00, 0.00, 0.58,-0.35,56.58,42.41, 1.01, 2.45, 0.00
752,2,30.16,2.60,35.50,1.40,0.39,12.03, 1.54, 9.05,29.17, 575.4, 2.9, 1.0,0, 1.82, 1.22, 0.24, 0.00,-0.61,55.70,43.96, 0.34, 0.00, 0.00
753,2,28.70,2.68,33.42,1.55,0.30,11.89, 2.13,10.26,26.41, 586.9, 2.4, 0.7,0, 0.00, 0.96, 0.00, 1.01,-0.33,57.84,46.04, 0.00, 1.76, 0.37
754,2,28.43,2.62,33.87,1.58,0.34,11.31, 1.20,10.69,30.16, 532.4, 1.1, 0.7,0, 0.00, 0.00, 0.41, 0.00, 0.49,52.31,43.47, 4.21, 0.39, 0.21
755,2,29.66,2.92,31.98,1.69,0.34,12.50, 2.47, 9.14,32.86, 492.9, 2.8, 1.0,0, 0.30, 0.00, 0.00, 0.00,-0.27,58.60,45.54, 0.00, 0.00, 0.92
756,2,30.07,2.71,30.25,1.56,0.36,10.91, 2.27,10.00,28.26, 498.8, 1.5, 0.6,0, 0.00, 0.64, 0.00, 0.32, 0.07,60.50,45.86, 0.00, 0.00, 0.00
757,2,30.81,2.62,31.55,1.66,0.35,10.82, 1.97, 9.09,25.39, 667.2, 3.0, 0.9,0, 0.00, 0.14, 0.33, 0.93, 0.61,49.50,40.61, 9.90, 2.25, 0.00
758,2,29.52,2.76,30.85,1.48,0.37,12.77, 1.67,10.54,34.18, 672.0, 1.8, 0.5,0, 0.22, 0.00, 0.40, 1.01,-0.05,53.87,46.92, 0.00, 0.00, 0.00
759,2,31.21,2.94,30.16,1.62,0.38,12.10, 1.15, 9.71,30.88, 688.9, 2.3, 0.3,0, 0.00, 0.21, 0.00, 0.79,-0.34,52.99,44.17, 2.84, 0.00, 0.66
760,2,31.28,2.63,32.24,1.46,0.34,12.03, 1.05,11.13,28.47, 620.3, 2.0, 0.6,0, 0.00, 0.99, 0.00, 0.00, 0.02,54.20,42.74, 3.06, 3.77, 0.78
761,2,29.56,2.80,32.56,1.64,0.38,11.14, 1.57, 9.78,32.91, 682.9, 2.0, 1.2,0, 0.00, 0.00, 0.00, 0.00, 0.27,49.73,43.85, 6.43, 0.00, 0.00
762,2,29.20,2.74,32.92,1.56,0.36,11.75, 1.48,10.96,33.24, 472.6, 2.0, 0.9,0, 0.51, 0.99, 0.00, 0.00, 0.28,60.61,47.37, 0.00, 1.88, 0.00
763,2,29.50,2.89,34.85,1.61,0.34,11.30, 1.91,10.13,33.29, 483.4, 2.2, 0.6,0, 0.00, 0.75, 0.19, 0.58, 0.10,60.45,44.22, 0.00, 3.27, 0.00
764,2,30.93,2.65,33.28,1.41,0.30,12.33, 1.98,11.81,34.20, 675.3, 1.5, 0.6,0, 0.00, 0.66, 0.00, 0.01,-0.45,48.55,46.01, 5.44, 0.00, 0.70
765,2,30.65,2.74,33.16,1.71,0.30,10.24, 2.10,10.63,32.96, 529.0, 1.8, 0.4,0, 0.35, 1.64, 0.00, 0.00,-0.07,58.69,44.55, 0.00, 0.00, 0.00
766,2,28.82,2.65,32.41,1.63,0.36,12.31, 2.24, 9.79,34.19, 423.7, 2.7, 1.1,0, 0.00, 0.00, 0.00, 1.34, 0.67,54.96,44.06, 0.98, 0.62, 0.03
767,2,30.10,2.51,32.65,1.57,0.35,12.44, 2.37,11.36,25.17, 556.6, 2.3, 0.2,0, 0.00, 0.31, 0.53, 0.01, 0.19,57.32,43.71, 0.00, 0.33, 1.16
768,2,31.83,2.58,33.93,1.50,0.34,10.40, 2.50,11.17,25.24, 690.3, 2.2, 0.7,0, 0.00, 0.00, 0.05, 0.00,-0.26,53.42,43.29, 3.29, 0.00, 0.00
769,2,29.92,2.53,33.80,1.46,0.32,12.80, 1.35,11.72,34.85, 580.8, 2.3, 0.3,0, 1.07, 0.00, 0.79, 0.87, 0.08,53.77,45.32, 0.92, 1.83, 0.00
770,2,29.07,2.82,33.73,1.60,0.37,12.83, 2.05,11.94,30.51, 466.2, 2.9, 0.6,0, 0.00, 0.10, 0.00, 0.00, 0.04,61.89,46.99, 0.00, 0.00, 0.56
771,2,28.48,2.54,34.89,1.44,0.36,11.63, 2.34,10.64,34.05, 590.7, 2.3, 0.9,0, 0.00, 0.00, 0.03, 0.61, 0.07,56.12,46.52, 0.00, 0.00, 0.00
772,2,28.83,2.66,30.34,1.47,0.38,12.05, 1.17, 9.80,31.88, 623.2, 1.7, 0.6,0, 0.00, 0.30, 0.83, 2.24,-0.19,55.43,46.95, 0.00, 0.00, 0.12
773,2,31.77,2.60,33.91,1.41,0.40,12.82, 1.36,10.59,25.58, 426.6, 2.9, 0.9,0, 0.00, 0.00, 0.00, 0.00,-0.50,56.36,45.07, 0.00, 0.00, 0.00
774,2,29.19,2.70,30.43,1.53,0.38,12.43, 2.43, 9.47,28.85, 633.2, 1.9, 0.9,0, 2.17, 0.84, 0.00, 1.15,-0.17,55.51,45.87, 0.00, 3.53, 0.79
775,2,30.17,2.57,32.79,1.49,0.31,10.11, 1.70,11.02,27.29, 475.1, 1.8, 0.8,0, 2.31, 0.00, 0.62, 1.15,-0.13,55.73,46.21, 0.00, 0.00, 0.28
776,2,28.35,2.60,30.81,1.62,0.38,10.96, 1.00, 9.56,30.43, 433.8, 2.1, 0.7,0, 0.00, 0.10, 0.00, 0.00,-0.39,55.02,42.84, 2.14, 0.62, 0.00
777,2,30.28,2.68,33.08,1.49,0.33,10.51, 1.97,11.76,32.71, 421.0, 2.1, 0.5,0, 1.63, 0.00, 0.51, 0.00,-0.03,51.10,46.64, 2.26, 0.88, 0.55
778,2,30.26,2.54,31.01,1.75,0.39,11.59, 1.94, 9.10,31.69, 574.4, 2.0, 0.4,0, 0.00, 0.00, 0.39, 0.00,-0.47,58.78,45.29, 0.00, 0.71, 0.00
779,2,30.92,2.73,33.67,1.65,0.36,11.25, 2.19,11.78,31.00, 533.3, 1.4, 0.2,0, 0.43, 0.75, 0.32, 0.43,-0.11,57.64,45.55, 0.00, 2.38, 0.47
780,2,28.82,2.91,34.57,1.55,0.35,12.87, 1.81,10.01,34.50, 529.9, 2.6, 0.6,0, 1.65, 1.56, 0.00, 0.00, 0.08,56.73,45.40, 0.00, 0.00, 0.00
781,2,30.13,2.97,31.38,1.48,0.31,12.07, 1.56,11.45,32.06, 427.3, 1.9, 0.8,0, 0.00, 0.00, 0.09, 0.00, 0.13,59.18,43.50, 0.00, 1.74, 0.49
782,2,29.26,2.87,33.19,1.71,0.32,12.56, 1.20,11.08,31.91, 484.1, 2.2, 1.1,0, 0.00, 0.28, 0.67, 1.11,-0.04,62.13,46.58, 0.00, 0.00, 0.00
783,2,31.74,2.81,30.16,1.71,0.31,12.16, 1.83, 9.90,30.28, 441.5, 2.7, 0.5,0, 0.37, 0.76, 0.46, 1.66, 0.16,60.82,46.22, 0.00, 0.00, 0.01
784,2,29.32,2.57,32.61,1.49,0.36,11.36, 2.39, 9.46,26.78, 471.6, 1.2, 1.0,0, 0.00, 0.00, 0.28, 1.09, 0.25,61.23,44.18, 0.00, 0.00, 0.09
785,2,29.13,2.76,35.81,1.40,0.38,10.42, 2.13,10.06,25.35, 621.4, 2.8, 0.8,0, 2.95, 1.15, 0.00, 0.00,-0.45,55.08,42.91, 2.01, 0.00, 0.29
786,2,28.60,2.90,32.58,1.47,0.35,10.69, 1.58, 9.43,27.05, 440.9, 1.7, 1.1,0, 0.00, 0.00, 0.48, 0.00,-0.14,53.36,45.08, 1.55, 0.00, 0.00
787,2,29.48,2.68,31.53,1.64,0.40,10.67, 1.27,11.07,27.09, 689.6, 1.3, 0.3,0, 0.64, 0.00, 0.00, 1.45, 0.14,49.34,45.18, 5.48, 0.00, 0.00
788,2,29.03,2.74,35.48,1.50,0.32,11.80, 1.37, 9.50,31.16, 500.9, 2.2, 0.7,0, 0.00, 0.00, 0.00, 0.00, 0.44,57.53,45.82, 0.00, 0.00, 1.51
789,2,30.91,2.74,32.68,1.67,0.32,12.08, 2.07,10.09,29.37, 634.2, 2.6, 0.6,0, 0.92, 0.54, 0.00, 0.00, 0.17,52.39,45.59, 2.02, 0.00, 0.45
790,2,28.74,2.78,33.10,1.68,0.32,12.30, 1.65,11.64,28.39, 638.1, 1.1, 0.4,0, 1.72, 0.00, 0.00, 0.00, 0.16,54.16,46.62, 0.00, 0.00, 0.42
791,2,28.53,2.54,30.19,1.64,0.38,10.36, 1.41,11.50,33.59, 681.4, 1.4, 1.1,0, 0.00, 0.00, 0.00, 0.00, 0.18,48.54,45.60, 5.86, 1.92, 0.00
792,2,31.79,2.96,33.08,1.67,0.40,10.54, 1.92, 9.99,33.68, 698.0, 1.1, 0.3,0, 1.94, 0.00, 0.00, 0.00, 0.42,49.40,42.69, 7.91, 0.00, 0.00
793,2,28.20,2.82,34.38,1.46,0.40,12.40, 1.34,11.15,27.85, 407.6, 2.9, 0.8,0, 0.00, 0.00, 0.00, 0.00, 0.09,54.18,41.17, 4.65, 3.23, 0.00
794,2,30.20,2.92,35.99,1.63,0.32,11.57, 1.72, 9.72,32.69, 582.7, 2.2, 1.1,0, 0.00, 0.00, 0.10, 0.80,-0.38,56.20,45.58, 0.00, 1.52, 1.09
795,2,31.87,2.64,32.70,1.78,0.37,10.91, 2.27,11.52,32.39, 475.6, 2.9, 1.2,0, 0.34, 0.00, 1.17, 0.00, 0.47,58.71,45.05, 0.00, 0.00, 0.33
796,2,29.94,2.97,30.76,1.43,0.33,12.15, 1.91, 9.87,25.74, 412.7, 1.3, 0.8,0, 0.19, 0.00, 0.00, 0.00, 0.08,55.21,43.10, 1.69, 2.66, 1.67
797,2,31.56,2.55,32.72,1.42,0.35,10.49, 2.16, 9.66,25.20, 409.9, 1.5, 0.7,0, 1.45, 1.41, 0.00, 0.48, 0.16,55.31,42.73, 1.96, 0.00, 0.40
798,2,30.91,2.74,35.04,1.65,0.37,12.91, 2.39,10.21,32.54, 625.7, 2.3, 0.4,0, 0.08, 0.00, 1.39, 3.32,-0.38,54.12,46.38, 0.00, 0.58, 0.39
799,2,28.44,2.64,33.05,1.71,0.31,11.92, 1.86, 9.52,26.35, 631.0, 1.7, 0.7,0, 0.92, 0.00, 0.00, 0.00,-0.24,55.14,42.18, 2.67, 0.12, 0.00
800,2,29.34,2.88,31.46,1.53,0.33,12.31, 1.82,11.93,27.42, 507.8, 2.1, 0.6,0, 1.85, 0.00, 0.39, 0.97,-0.19,61.94,44.51, 0.00, 4.91, 0.62
801,2,30.85,2.64,33.18,1.62,0.33,12.04, 1.73,10.83,30.16, 481.2, 1.5, 0.9,0, 4.07, 0.00, 0.00, 0.86, 0.18,55.75,44.48, 0.00, 1.24, 0.16
802,2,30.01,2.99,31.37,1.66,0.30,10.90, 1.53, 9.20,26.80, 522.1, 1.8, 0.3,0, 0.00, 0.00, 0.00, 0.78, 0.29,55.24,45.56, 0.00, 3.12, 0.00
803,2,29.23,2.96,34.75,1.72,0.33,13.00, 1.15,10.67,29.96, 693.6, 2.1, 0.9,0, 0.00, 0.05, 0.17, 1.75,-0.07,51.05,42.33, 6.62, 0.00, 0.00
804,2,28.12,2.69,30.40,1.55,0.36,10.76, 1.19,10.91,28.20, 546.8, 2.4, 1.1,0, 0.71, 0.00, 0.00, 0.00,-0.14,60.19,42.50, 0.00, 0.00, 0.00
805,2,31.33,2.99,33.18,1.60,0.32,12.60, 1.05, 9.04,30.71, 609.7, 1.7, 0.2,0, 0.22, 0.00, 0.00, 1.17,-0.06,52.68,45.16, 2.16, 0.00, 0.53
806,2,28.40,2.80,34.37,1.54,0.35,10.71, 2.11,10.23,30.86, 659.1, 2.6, 0.4,0, 0.00, 0.71, 0.07, 0.00, 0.49,50.35,46.65, 3.00, 1.90, 1.14
807,2,30.36,2.52,30.63,1.71,0.32,10.88, 1.07,10.45,27.79, 534.4, 1.3, 1.0,0, 1.71, 1.48, 0.00, 0.36, 0.54,56.65,47.61, 0.00, 0.00, 0.00
808,2,30.84,2.69,34.53,1.51,0.39,12.66, 2.17,11.98,28.87, 623.7, 1.2, 0.5,0, 1.65, 0.00, 0.00, 0.00,-0.45,58.04,45.03, 0.00, 0.00, 0.00
809,2,29.14,2.68,35.92,1.72,0.35,10.34, 2.19,10.41,25.35, 556.1, 1.9, 0.4,0, 0.18, 1.09, 0.00, 0.00, 0.28,55.28,46.71, 0.00, 0.00, 0.00
810,2,30.50,2.80,32.51,1.78,0.35,11.86, 1.65, 9.95,27.17, 639.1, 1.8, 0.4,0, 0.91, 0.00, 0.00, 0.00,-0.00,52.11,43.37, 4.52, 3.96, 0.52
811,2,30.64,2.60,35.23,1.40,0.34,11.59, 2.20,11.33,27.58, 592.9, 2.4, 0.4,0, 0.15, 0.53, 0.00, 0.63, 0.45,53.05,44.98, 1.97, 0.00, 0.00
812,2,30.50,2.91,32.47,1.69,0.36,12.55, 1.68,10.93,32.55, 631.8, 2.3, 0.5,0, 0.00, 0.00, 0.00, 0.13, 0.16,55.81,43.58, 0.61, 0.00, 0.00
813,2,28.90,2.56,30.03,1.75,0.37,12.82, 1.20,10.15,28.48, 540.6, 2.6, 0.6,0, 2.02, 0.00, 0.00, 0.17, 0.07,60.19,47.34, 0.00, 0.00, 0.21
814,2,31.32,2.76,30.84,1.49,0.38,11.85, 2.23, 9.44,26.95, 635.7, 1.5, 1.0,0, 0.00, 1.17, 1.43, 0.00,-0.61,55.61,46.85, 0.00, 0.00, 0.00
815,2,28.39,2.77,31.71,1.66,0.34,12.00, 1.31, 9.47,25.49, 444.8, 2.8, 0.3,0, 0.00, 0.00, 0.77, 0.00,-0.01,57.35,46.17, 0.00, 1.68, 0.00
816,2,28.81,2.58,34.23,1.61,0.39,12.98, 2.05, 9.35,33.90, 484.4, 2.0, 0.4,0, 0.01, 1.18, 0.00, 0.00, 0.25,65.42,43.26, 0.00, 2.57, 0.00
817,2,29.91,2.60,34.05,1.51,0.34,11.78, 2.37,11.86,30.76, 450.1, 2.3, 1.1,0, 0.00, 0.00, 0.00, 1.65,-0.29,56.36,46.24, 0.00, 0.00, 1.22
818,2,29.75,2.53,35.89,1.74,0.32,12.45, 1.62,10.94,27.34, 609.7, 2.9, 1.0,0, 0.62, 1.39, 0.38, 1.75,-0.37,54.87,43.71, 1.42, 0.00, 0.00
819,2,30.87,2.54,36.00,1.40,0.33,10.37, 1.92, 9.36,30.19, 684.5, 2.2, 0.7,0, 0.00, 0.63, 0.41, 0.00, 0.35,48.38,43.76, 7.86, 0.00, 0.00
820,2,31.69,2.86,34.48,1.59,0.33,12.47, 2.45, 9.73,34.72, 558.2, 1.9, 0.6,0, 1.17, 1.43, 0.59, 0.81,-0.24,56.58,46.15, 0.00, 0.00, 0.24
821,2,30.23,2.91,34.39,1.66,0.33,11.71, 1.75,11.01,30.24, 568.4, 1.1, 1.2,0, 0.00, 0.00, 0.00, 0.73, 0.16,54.85,44.50, 0.65, 0.95, 0.00
822,2,28.81,2.80,34.81,1.48,0.35,12.19, 1.98,10.83,34.45, 538.9, 1.1, 0.4,0, 0.00, 0.00, 0.21, 1.32, 0.00,56.54,46.15, 0.00, 0.00, 0.00
823,2,28.71,2.74,35.33,1.51,0.38,10.55, 2.12, 9.88,34.69, 629.1, 1.8, 0.6,0, 0.00, 1.07, 0.00, 1.64,-0.14,51.47,45.63, 2.90, 0.00, 0.00
824,2,30.14,2.83,31.30,1.76,0.39,10.85, 2.28,10.20,32.91, 426.8, 2.2, 0.9,0, 0.00, 0.47, 0.00, 0.00,-0.12,59.05,47.57, 0.00, 0.00, 0.97
825,2,30.32,2.69,33.69,1.78,0.38,11.52, 2.29,11.53,33.61, 454.0, 2.9, 0.7,0, 1.04, 0.00, 0.00, 0.00,-0.10,57.60,45.19, 0.00, 1.27, 0.00
826,2,30.46,2.82,33.02,1.58,0.31,10.31, 2.30,11.29,28.21, 665.0, 1.8, 0.7,0, 0.43, 0.54, 0.00, 0.00,-0.34,50.59,45.34, 4.07, 3.09, 0.00
827,2,29.86,2.88,34.65,1.79,0.38,12.36, 1.34, 9.54,30.98, 547.4, 1.6, 1.1,0, 0.00, 0.00, 0.07, 0.00, 0.15,61.33,48.47, 0.00, 4.65, 0.21
828,2,28.31,2.90,32.89,1.63,0.39,10.26, 2.25,10.87,27.51, 484.3, 1.5, 1.1,0, 0.21, 0.00, 0.59, 0.00, 0.21,57.82,44.59, 0.00, 1.21, 0.80
829,2,29.06,2.81,31.15,1.46,0.36,10.64, 2.48,10.81,25.86, 535.1, 1.2, 0.9,0, 2.22, 1.58, 0.44, 0.04, 0.34,58.97,44.57, 0.00, 2.09, 0.00
830,2,28.21,2.64,34.65,1.47,0.34,10.21, 1.10,10.60,30.91, 690.7, 2.7, 0.2,0, 0.00, 1.18, 0.12, 0.00,-0.04,47.92,45.78, 6.29, 1.08, 0.00
831,2,29.16,2.60,34.18,1.63,0.35,10.84, 1.56,10.50,33.54, 551.6, 1.0, 1.1,0, 2.18, 0.32, 0.00, 0.00, 0.07,55.17,45.28, 0.00, 0.00, 0.45
832,2,30.32,2.56,35.31,1.50,0.31,10.12, 2.19,10.98,27.04, 607.9, 2.9, 1.1,0, 0.00, 0.00, 0.00, 0.00, 0.34,55.07,47.05, 0.00, 0.74, 0.00
833,2,29.51,2.56,33.16,1.66,0.33,11.72, 1.84,11.70,33.46, 484.5, 1.5, 0.8,0, 0.00, 0.00, 0.72, 0.53, 0.64,56.58,42.26, 1.16, 1.09, 0.00
834,2,29.79,2.84,31.76,1.68,0.31,11.91, 2.04,11.51,34.62, 482.0, 3.0, 0.9,0, 0.00, 0.36, 0.00, 0.00, 0.39,56.80,44.45, 0.00, 0.00, 0.00
835,2,29.40,2.56,31.64,1.60,0.37,12.79, 1.63, 9.45,34.00, 403.4, 1.3, 0.5,0, 0.00, 1.27, 0.00, 0.00, 0.25,54.65,45.69, 0.00, 1.09, 0.00
836,2,30.50,2.50,31.81,1.77,0.35,12.38, 1.76, 9.64,34.92, 416.4, 2.4, 0.4,0, 0.00, 2.25, 0.00, 0.56, 0.00,55.57,45.30, 0.00, 3.06, 0.81
837,2,30.06,2.84,35.87,1.43,0.32,11.23, 2.32, 9.37,27.37, 570.5, 2.1, 0.3,0, 0.15, 0.00, 0.00, 0.00, 0.34,56.58,47.15, 0.00, 0.00, 0.14
838,2,28.56,2.75,30.75,1.60,0.33,12.84, 2.35,12.00,30.45, 451.7, 2.7, 1.0,0, 0.57, 0.27, 0.63, 1.30, 0.01,57.72,43.62, 0.00, 4.38, 0.60
839,2,31.22,2.90,35.27,1.66,0.36,10.09, 2.48,11.73,30.23, 494.5, 2.9, 1.2,0, 0.54, 0.63, 0.00, 0.00,-0.53,61.08,47.77, 0.00, 3.53, 0.00
840,2,29.08,2.62,35.63,1.75,0.30,12.42, 1.49,11.96,31.71, 558.9, 1.1, 1.1,0, 1.28, 1.49, 0.00, 0.00, 0.31,57.47,44.85, 0.00, 2.85, 0.00
841,2,29.05,2.90,31.73,1.55,0.40,12.26, 2.23, 9.46,28.28, 686.5, 1.3, 1.1,0, 2.53, 0.00, 0.00, 0.00, 0.06,54.74,43.36, 1.91, 1.66, 0.00
842,2,29.34,2.79,33.57,1.45,0.39,12.78, 2.45,10.78,28.68, 412.3, 1.2, 0.7,0, 0.84, 0.00, 1.32, 0.00, 0.24,59.12,46.04, 0.00, 0.15, 0.00
843,2,28.76,2.87,32.40,1.76,0.39,10.96, 1.49,11.11,32.57, 619.1, 1.5, 1.1,0, 1.68, 0.79, 0.00, 0.00, 0.60,52.11,43.40, 4.50, 0.00, 0.23
844,2,30.95,2.63,32.95,1.60,0.34,11.93, 2.43,11.76,27.33, 431.5, 2.1, 0.5,0, 0.15, 0.43, 0.82, 0.00, 0.37,55.91,45.22, 0.00, 1.28, 0.00
845,2,31.96,2.86,33.49,1.65,0.32,12.73, 1.78, 9.67,34.89, 583.4, 2.0, 0.6,0, 0.00, 0.00, 0.00, 0.00, 0.05,56.69,45.91, 0.00, 0.00, 0.00
846,2,30.89,2.73,32.48,1.47,0.30,12.43, 1.71,10.32,28.64, 538.3, 2.4, 0.2,0, 0.00, 1.97, 0.44, 0.74, 0.03,58.24,44.59, 0.00, 3.62, 0.00
847,2,29.39,2.69,35.75,1.54,0.35,12.78, 1.06,10.86,26.97, 651.0, 1.1, 0.5,0, 0.04, 0.66, 0.00, 1.67, 0.30,52.23,43.13, 4.63, 0.37, 1.40
848,2,30.53,2.52,30.16,1.62,0.37,11.80, 1.08,11.42,34.64, 621.3, 1.3, 0.7,0, 0.00, 2.23, 0.15, 1.56, 0.53,54.12,45.13, 0.75, 2.46, 0.26
849,2,31.80,2.93,31.36,1.55,0.37,12.45, 2.39,11.13,32.23, 493.6, 2.9, 0.7,0, 0.94, 0.13, 0.00, 4.76, 0.05,63.00,47.32, 0.00, 0.87, 1.40
850,2,29.59,2.77,30.15,1.51,0.32,11.98, 2.44,10.63,30.96, 637.4, 1.3, 0.7,0, 0.00, 0.00, 0.00, 0.70, 0.57,50.59,46.15, 3.25, 1.79, 0.00
851,2,29.19,2.72,34.44,1.70,0.32,11.87, 2.47,10.79,33.81, 440.2, 2.5, 0.3,0, 0.00, 0.00, 0.60, 1.38, 0.17,57.72,47.25, 0.00, 0.00, 0.89
852,2,31.48,2.71,31.78,1.42,0.40,12.78, 1.28, 9.27,33.50, 567.8, 1.6, 0.9,0, 1.50, 0.09, 0.00, 0.34, 0.11,56.35,42.79, 0.86, 1.48, 0.74
853,2,31.22,2.63,31.19,1.44,0.37,12.98, 1.10, 9.91,34.27, 690.2, 2.3, 0.7,0, 0.00, 0.19, 0.66, 0.00,-0.32,52.49,41.58, 5.93, 0.00, 0.72
854,2,28.44,2.77,30.07,1.59,0.30,11.43, 2.45, 9.53,33.54, 498.6, 2.0, 0.3,0, 1.29, 0.00, 0.50, 0.12, 0.58,57.80,48.03, 0.00, 0.00, 0.00
855,2,30.85,2.59,35.04,1.50,0.32,10.98, 1.83,11.07,34.67, 426.5, 2.3, 0.4,0, 0.06, 0.18, 0.00, 0.00,-0.26,54.09,42.19, 3.73, 0.00, 0.24
856,2,31.57,2.51,35.49,1.68,0.39,12.20, 1.86,11.39,31.06, 605.6, 1.4, 1.1,0, 0.37, 0.45, 0.70, 0.29,-0.76,52.30,46.29, 1.42, 0.40, 0.00
857,2,29.98,2.71,35.81,1.50,0.33,11.21, 1.48,11.03,26.97, 636.5, 2.4, 1.1,0, 1.47, 0.66, 0.00, 1.95, 0.13,52.17,46.05, 1.78, 0.00, 0.33
858,2,30.12,2.97,31.90,1.55,0.35,11.08, 1.85,10.80,34.13, 536.0, 1.8, 0.8,0, 0.03, 0.49, 0.16, 1.60, 0.31,58.41,46.70, 0.00, 0.00, 0.00
859,2,29.94,2.88,35.51,1.49,0.37,10.33, 1.27,11.67,27.05, 428.4, 1.9, 0.9,0, 0.00, 0.40, 0.00, 1.58,-0.25,58.62,42.84, 0.00, 0.00, 0.00
860,2,31.67,3.00,35.35,1.65,0.31,11.61, 2.24, 9.86,33.90, 556.4, 1.6, 0.4,0, 0.44, 0.27, 0.00, 0.91, 0.38,57.79,45.84, 0.00, 0.00, 1.76
861,2,28.79,2.78,31.76,1.65,0.37,12.12, 1.68,11.44,34.61, 433.9, 2.4, 1.1,0, 0.00, 0.47, 0.00, 0.00, 0.41,57.60,43.23, 0.00, 0.00, 0.67
862,2,30.59,2.69,31.88,1.69,0.32,11.43, 1.50, 9.20,25.09, 687.9, 2.8, 0.4,0, 0.00, 1.26, 0.00, 1.25,-0.43,51.22,43.62, 5.16, 0.00, 0.00
863,2,30.29,2.89,30.47,1.53,0.32,10.98, 1.96, 9.49,33.43, 633.9, 1.6, 1.0,0, 0.00, 0.00, 0.00, 0.16, 0.38,51.61,45.42, 2.97, 0.81, 1.58
864,2,29.46,2.97,30.06,1.73,0.31,12.37, 2.26, 9.27,29.62, 600.9, 2.0, 0.8,0, 0.26, 0.00, 0.63, 1.44,-0.08,57.98,44.88, 0.00, 0.00, 0.00
865,2,31.22,2.88,35.10,1.64,0.39,10.64, 2.13,11.39,25.79, 643.7, 2.9, 0.7,0, 0.00, 0.00, 0.00, 0.00,-0.25,50.03,44.74, 5.24, 8.34, 0.00
866,2,28.41,2.60,34.41,1.74,0.37,11.74, 2.17,11.60,32.11, 661.6, 1.5, 0.6,0, 0.79, 0.51, 0.00, 0.39, 0.22,51.73,44.14, 4.13, 0.00, 0.00
867,2,30.39,2.51,35.00,1.57,0.36,11.80, 1.60, 9.41,25.03, 650.6, 3.0, 0.8,0, 0.00, 0.00, 0.04, 0.00,-0.03,56.25,46.34, 0.00, 1.78, 0.23
868,2,28.80,2.84,35.83,1.77,0.34,12.57, 2.19, 9.59,27.49, 530.9, 1.7, 0.4,0, 0.52, 1.38, 0.00, 0.70, 0.08,59.59,46.56, 0.00, 3.11, 0.21
869,2,28.46,2.86,34.84,1.64,0.36,12.33, 1.64,10.47,31.45, 438.6, 2.0, 0.9,0, 0.00, 0.00, 0.11, 0.00, 0.62,58.86,43.04, 0.00, 1.18, 0.40
870,2,31.60,2.94,30.67,1.62,0.38,11.30, 1.77,10.26,31.40, 624.8, 1.5, 0.8,0, 0.00, 0.53, 0.00, 1.69,-0.33,53.15,45.16, 1.69, 0.00, 0.29
871,2,28.19,2.83,30.91,1.53,0.34,11.53, 2.33,10.61,26.28, 497.4, 1.9, 0.2,0, 1.16, 0.56, 0.00, 0.00, 0.14,64.52,47.33, 0.00, 4.31, 0.00
872,2,29.59,2.71,33.50,1.71,0.30,11.10, 1.85,10.40,32.20, 477.5, 2.5, 0.6,0, 0.00, 0.53, 0.05, 0.74,-0.19,60.56,44.84, 0.00, 4.06, 0.48
873,2,31.62,2.66,32.68,1.74,0.40,12.77, 1.16, 9.98,29.31, 553.6, 2.6, 0.7,0, 0.63, 0.00, 1.01, 0.00, 0.22,61.84,46.33, 0.00, 0.00, 1.71
874,2,28.49,2.88,35.88,1.77,0.40,10.79, 2.45, 9.54,30.02, 554.4, 2.9, 0.9,0, 0.00, 0.99, 0.68, 1.65, 0.35,60.23,43.80, 0.00, 0.00, 0.00
875,2,28.60,2.91,32.62,1.70,0.36,10.75, 1.65,11.77,31.17, 689.4, 2.7, 0.5,0, 0.00, 0.00, 0.12, 1.62,-0.19,51.27,48.04, 0.68, 0.00, 0.09
876,2,28.10,2.76,34.97,1.42,0.35,11.86, 1.93,10.31,26.33, 495.0, 2.5, 0.4,0, 2.26, 1.14, 0.00, 1.42, 0.23,58.99,45.74, 0.00, 0.97, 0.75
877,2,29.81,2.92,33.97,1.43,0.39,10.21, 1.74,11.90,28.11, 518.4, 2.4, 1.0,0, 0.00, 0.00, 0.66, 0.73, 0.11,59.09,46.12, 0.00, 2.59, 0.98
